athlete_id,rapm_margin,orapm,drapm,rapm,minutes,name,team_id,team,team_logo,position,headshot,games,box_minutes,season,low_sample,rank
5105737,11.280186691825252,4.45571544632316,2.342626679386981,6.798342125710141,409.3,Lauren Betts,26,UCLA,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,C,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5105737.png,34,1022.0,2025,False,11
5174408,10.1709552612228,2.5899752088482475,4.087391722911303,6.6773669317595505,339.2,Oluchi Okananwa,150,Duke,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5174408.png,37,830.0,2025,False,12
4705341,8.87906953602338,2.804059886416281,3.732160039816865,6.536219926233146,200.56666666666666,Niya Fields,2450,Norfolk St,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4705341.png,28,753.0,2025,False,13
5239100,9.34255423852576,4.018389119399678,2.4936354250333777,6.512024544433055,333.6166666666667,Joyce Edwards,2579,South Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5239100.png,39,833.0,2025,False,14
4899819,11.122690093122808,3.75279596333913,2.502898012546922,6.255693975886052,317.06666666666666,Haleigh Timmer,2571,S Dakota St,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899819.png,34,1008.0,2025,False,15
4703432,10.306109836512114,3.5192692837446122,2.7344382989716456,6.253707582716258,266.46666666666664,Skylar Vann,201,Oklahoma,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4703432.png,35,811.0,2025,False,16
4704920,10.613038014634437,2.6129794195778833,3.6000789507943614,6.213058370372245,210.55,Nyah Moran,2464,N Arizona,https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4704920.png,32,900.0,2025,False,17
4705118,10.538991128509526,2.8286627333999994,3.2135785364732845,6.0422412698732835,173.85,Emani Jefferson,526,FGCU,https://a.espncdn.com/i/teamlogos/ncaa/500/526.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4705118.png,30,754.0,2025,True,18
5174407,8.120825897020572,2.315030923662645,3.663376018376145,5.97840694203879,341.9166666666667,Jadyn Donovan,150,Duke,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5174407.png,37,918.0,2025,False,19
5174284,6.935621423998516,4.334320493454439,1.6197533292171162,5.954073822671555,311.4166666666667,Tessa Johnson,2579,South Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5174284.png,37,785.0,2025,False,20
4433316,10.182877293205603,4.3728305797850595,1.4195168086885601,5.79234738847362,230.83333333333334,KK Deans,145,Ole Miss,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433316.png,33,680.0,2025,False,21
4705343,8.320668745948243,1.948722403867419,3.7794877264354145,5.728210130302833,165.7,Makoye Diawara,2450,Norfolk St,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4705343.png,30,733.0,2025,True,22
5107402,8.194538926604618,3.5119035875587703,2.2134581959857624,5.725361783544533,194.85,Cerina Rolle,526,FGCU,https://a.espncdn.com/i/teamlogos/ncaa/500/526.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5107402.png,31,755.0,2025,True,23
4398584,9.517927129017062,2.6311937126287868,3.0667107885948264,5.697904501223613,230.05,Izabela Nicoletti Leite,2217,Fairfield,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4398584.png,30,828.0,2025,False,24
4711724,8.335314544299411,1.317835451446396,4.370117478517036,5.687952929963432,302.1166666666667,Amellia Bromenschenkel,2870,Purdue FW,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4711724.png,32,1030.0,2025,False,25
4705316,9.683861271800138,1.966813527759074,3.6651086673814155,5.63192219514049,235.23333333333332,Destiny Howell,47,Howard,https://a.espncdn.com/i/teamlogos/ncaa/500/47.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4705316.png,29,878.0,2025,False,26
4705055,8.58586526012816,4.586374247035716,1.0118234551403344,5.59819770217605,281.93333333333334,Katelyn Young,93,Murray St,https://a.espncdn.com/i/teamlogos/ncaa/500/93.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4705055.png,28,864.0,2025,False,27
4899154,8.779254986559723,3.2474776246883734,2.3184985533262936,5.565976178014667,167.13333333333333,Nakyah Terrell,2272,High Point,https://a.espncdn.com/i/teamlogos/ncaa/500/2272.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899154.png,28,809.0,2025,True,28
5106180,8.742110771482688,3.527458425502824,1.9945295259045448,5.521987951407368,246.31666666666666,Kiani Lockett,156,Creighton,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5106180.png,31,869.0,2025,False,29
4433519,11.078920153055284,2.751849264977898,2.729350262794907,5.481199527772805,284.6,Aaronette Vonleh,239,Baylor,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,C,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433519.png,36,885.0,2025,False,30
4899149,7.769077608937774,3.402688166862757,2.0494606427183495,5.452148809581106,200.83333333333334,Maddy Schreiber,2739,Green Bay,https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899149.png,24,661.0,2025,False,31
4704070,7.872513591107019,1.4699613686496367,3.9563455821404565,5.426306950790093,199.35,Sharonica Hartsfield,2755,Grambling,https://a.espncdn.com/i/teamlogos/ncaa/500/2755.png,PG,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4704070.png,28,643.0,2025,True,32
4432844,7.737720055563462,2.0870286439417938,3.315472345910116,5.40250098985191,118.1,Aubrey Griffin,41,UConn,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4432844.png,16,179.0,2025,True,33
4705634,7.49402484654692,2.001600425932195,3.352799193490038,5.354399619422233,266.9,Tiarra Brown,2253,Grand Canyon,https://a.espncdn.com/i/teamlogos/ncaa/500/2253.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4705634.png,31,941.0,2025,False,34
5178181,8.980551277640165,4.053979475485452,1.259557267192815,5.3135367426782665,78.26666666666667,Keiryn McGuff,189,Bowling Green,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5178181.png,21,347.0,2025,True,35
4703768,6.187470810086477,3.5369661510743207,1.7671060046441351,5.304072155718456,229.71666666666667,Diamond Johnson,2450,Norfolk St,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4703768.png,30,1015.0,2025,False,36
4898383,6.229289821239739,3.8799488281433545,1.4239218395802777,5.303870667723633,375.55,Bree Hall,2579,South Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4898383.png,39,916.0,2025,False,37
4898655,7.499489190799754,2.4502572254615993,2.8439276893405805,5.29418491480218,219.15,Aniya Gourdine,2582,Southern,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4898655.png,30,770.0,2025,False,38
5239093,8.781339201771322,3.507631430326447,1.7796140526826323,5.287245483009079,196.75,Zya Vann,201,Oklahoma,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5239093.png,35,537.0,2025,True,39
4433412,7.586554333963948,4.937473121660163,0.3495105341812159,5.286983655841379,452.1333333333333,Hailey Van Lith,2628,TCU,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433412.png,38,1339.0,2025,False,40
5107752,8.360644631466133,1.1021912478282854,4.175818846220754,5.27801009404904,303.15,Charlise Dunn,2166,Davidson,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5107752.png,28,818.0,2025,False,41
4433797,7.892918263978339,1.7905510212274527,3.451700285679173,5.242251306906626,358.0,Raven Johnson,2579,South Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433797.png,39,946.0,2025,False,42
5239665,8.613049901025978,1.7235097876113266,3.4835195964229433,5.20702938403427,365.6,Kennedy Smith,30,USC,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5239665.png,28,814.0,2025,False,43
4398986,8.483371278723927,3.2423759855159884,1.9621511661991071,5.204527151715095,405.23333333333335,Sedona Prince,2628,TCU,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,C,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4398986.png,37,1205.0,2025,False,44
5108355,7.610802074165474,4.1589067595831,1.0445871486684557,5.203493908251556,232.53333333333333,Josie Gilvin,98,Western KY,https://a.espncdn.com/i/teamlogos/ncaa/500/98.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5108355.png,30,925.0,2025,False,45
5243422,9.080285135890682,3.7061767917865356,1.4699664820783704,5.176143273864906,148.55,Emani Jenkins,2653,Troy,https://a.espncdn.com/i/teamlogos/ncaa/500/2653.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5243422.png,34,477.0,2025,True,46
5175792,8.185967597914317,-0.25083221459626415,5.406604784429767,5.155772569833503,447.3,Madison Booker,251,Texas,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5175792.png,38,1188.0,2025,False,47
4899515,6.803623547579088,1.7841553488435509,3.352406332307536,5.136561681151087,164.08333333333334,NJ Weems,2320,Lamar,https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899515.png,29,698.0,2025,True,48
4684384,9.049023711754693,2.6576794850160717,2.4325925047161348,5.090271989732207,333.05,Aneesah Morrow,99,LSU,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4684384.png,36,1205.0,2025,False,49
4698736,7.88456775895053,2.2036830528735165,2.8632616793621812,5.066944732235697,248.28333333333333,Flau'jae Johnson,99,LSU,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4698736.png,34,1077.0,2025,False,50
5177751,7.254426500512768,3.3963338813239834,1.6568444840247225,5.053178365348706,223.6,Taylor Barbot,232,Charleston,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5177751.png,24,752.0,2025,False,51
4433518,7.273516516230303,2.9430733367699786,2.090853110203466,5.033926446973444,347.25,Payton Verhulst,201,Oklahoma,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433518.png,35,1026.0,2025,False,52
5106232,5.9189757762510435,2.0606197267286444,2.939749131427291,5.000368858155936,393.4,Ashlon Jackson,150,Duke,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5106232.png,37,1076.0,2025,False,53
5174777,7.421439465712978,2.3656142262913145,2.6196601471260847,4.985274373417399,257.03333333333336,Ashanti Barnes,256,James Madison,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5174777.png,34,889.0,2025,False,54
5108587,9.653358612465707,1.0261009164409904,3.9558175128805377,4.981918429321528,224.86666666666667,Madina Okot,344,Mississippi St,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,C,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5108587.png,34,769.0,2025,False,55
5125264,5.5515420918185185,1.2221374796378233,3.7459711453471374,4.968108624984961,247.46666666666667,Jana El Alfy,41,UConn,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,C,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5125264.png,40,640.0,2025,False,56
4704751,8.165996007623685,2.8927776839821453,2.0614871833531487,4.954264867335294,272.15,Aaliyah Alexander,2439,UNLV,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4704751.png,33,964.0,2025,False,57
4704979,6.16080511677106,2.59728733112937,2.310844373408092,4.908131704537462,272.81666666666666,Teneisia Brown,161,Fair Dickinson,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4704979.png,31,922.0,2025,False,58
4899516,7.6011650968278195,2.710104124201251,2.1232687602450095,4.833372884446261,177.61666666666667,Akasha Davis,2320,Lamar,https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899516.png,29,714.0,2025,True,59
4900098,6.966219700664827,1.9751296770971047,2.8492977535548087,4.824427430651913,240.76666666666668,Trinity San Antonio,2253,Grand Canyon,https://a.espncdn.com/i/teamlogos/ncaa/500/2253.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4900098.png,31,896.0,2025,False,60
5238301,8.354381472561853,3.979456724561145,0.8319862526242363,4.811442977185381,344.81666666666666,Tilda Trygger,152,NC State,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5238301.png,34,750.0,2025,False,61
5107506,8.256090139358019,3.1650021743192993,1.6348339733480024,4.7998361476673015,310.1666666666667,Maggie Doogan,257,Richmond,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5107506.png,35,1034.0,2025,False,62
4899377,6.619088850910529,3.577961826833423,1.2046180840890806,4.782579910922504,199.61666666666667,Kendall McGruder,2217,Fairfield,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899377.png,29,628.0,2025,True,63
4433449,8.363356308899833,0.9942906902738994,3.7763511111886072,4.7706418014625065,370.28333333333336,Shay Holle,251,Texas,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433449.png,39,1008.0,2025,False,64
5239103,5.98535740743827,2.4425565705911167,2.3138641212854187,4.756420691876535,171.01666666666668,Bryanna Preston,251,Texas,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5239103.png,39,501.0,2025,True,65
5240010,8.196629192581533,1.7060736071689973,3.048728304649323,4.754801911818321,108.45,Devin Coppinger,264,Washington,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5240010.png,30,453.0,2025,True,66
4433407,6.960998883415751,1.533156003078171,3.1986839617699117,4.731839964848083,345.9166666666667,Sarah Andrews,239,Baylor,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433407.png,36,1122.0,2025,False,67
5238277,6.583677055156387,3.9530327098299325,0.7583684085720036,4.711401118401936,252.53333333333333,Toby Fournier,150,Duke,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5238277.png,35,706.0,2025,False,68
5178527,6.707012984425258,2.1818317094757202,2.516589378079638,4.698421087555358,374.78333333333336,Lacy Stokes,2623,Missouri St,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5178527.png,31,1077.0,2025,False,69
5107712,7.807689748072973,1.8318453086379012,2.85877579458052,4.6906211032184215,230.88333333333333,Sophie Glancey,2464,N Arizona,https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5107712.png,32,944.0,2025,False,70
5106817,7.8529422289776445,3.303528949057977,1.3827438419193925,4.68627279097737,316.98333333333335,Vanessa Shafford,88,So Indiana,https://a.espncdn.com/i/teamlogos/ncaa/500/88.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5106817.png,33,1048.0,2025,False,71
4704842,7.869104005994338,4.1558962087231395,0.5069402680649302,4.66283647678807,290.93333333333334,Courtney Becker,2181,Drake,https://a.espncdn.com/i/teamlogos/ncaa/500/2181.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4704842.png,29,916.0,2025,False,72
4898529,5.942012559686069,3.341905450369424,1.3149018416328608,4.656807292002285,270.95,Katie Hill,257,Richmond,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4898529.png,34,869.0,2025,False,73
5109726,5.692171258903722,2.0957151629482977,2.504850877684283,4.600566040632581,207.8,Kierra Wheeler,2450,Norfolk St,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5109726.png,29,926.0,2025,False,74
5174285,6.668869467349044,3.6495578324097684,0.9489769821844328,4.598534814594201,287.25,MiLaysia Fulwiley,2579,South Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5174285.png,39,738.0,2025,False,75
4899238,6.973848019281006,1.6123690759586236,2.9726295175711077,4.584998593529731,172.86666666666667,Phoenix Gedeon,2599,St John's,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899238.png,30,662.0,2025,True,76
4682991,6.721010305114509,3.4711022550385255,1.0793127040040311,4.550414959042556,129.6,Parker Hill,163,Princeton,https://a.espncdn.com/i/teamlogos/ncaa/500/163.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4682991.png,24,510.0,2025,True,77
4899451,5.846643853034453,3.496998081243448,1.0491526511639215,4.546150732407369,222.23333333333332,Esther Little,2250,Gonzaga,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899451.png,30,778.0,2025,False,78
5109871,7.067893622141568,3.736386669163864,0.7953882119187715,4.531774881082636,92.98333333333333,Abby Graham,2449,N Dakota St,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5109871.png,27,294.0,2025,True,79
4899147,6.842810503395079,3.0825731630345494,1.4305498309808067,4.513122994015356,239.78333333333333,Bailey Butler,2739,Green Bay,https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899147.png,33,958.0,2025,False,80
4899624,7.089575301736702,2.8860017885926696,1.6085990531965304,4.4946008417892,137.25,Terah Harness,2084,Buffalo,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899624.png,32,732.0,2025,True,81
4705393,6.262512470699134,2.1178114599098636,2.373527687590425,4.491339147500289,305.01666666666665,Lauren Ross,2870,Purdue FW,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4705393.png,32,1018.0,2025,False,82
5242757,6.676904493145884,2.4422218963750058,2.0485221520718633,4.490744048446869,130.35,Belle Bramer,2329,Lehigh,https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5242757.png,29,318.0,2025,True,83
4433791,5.658438610982738,2.53175464416976,1.9312957518354956,4.463050396005256,347.9,Olivia Miles,87,Notre Dame,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433791.png,34,1122.0,2025,False,84
5177753,5.459002045679264,3.255340803012053,1.139047843911627,4.39438864692368,225.4,Taryn Barbot,232,Charleston,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5177753.png,24,826.0,2025,False,85
4565505,7.4266239902988875,4.2120978320020805,0.16572042916544755,4.377818261167528,434.3333333333333,Kiki Rice,26,UCLA,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4565505.png,34,967.0,2025,False,86
4704874,6.025720761846437,2.609002077914086,1.7494974270121741,4.35849950492626,281.5833333333333,Paige Rocca,2623,Missouri St,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4704874.png,31,854.0,2025,False,87
5177896,5.994298387960018,2.810940978642389,1.5414890412632836,4.352430019905673,154.1,Mackenzie Chatfield,98,Western KY,https://a.espncdn.com/i/teamlogos/ncaa/500/98.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5177896.png,29,556.0,2025,True,88
4433424,6.669172535877979,2.3556472401535475,1.9688516247244323,4.32449886487798,263.6,Maddy Westbeld,87,Notre Dame,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433424.png,21,474.0,2025,False,89
4858656,3.9933750298085964,4.637173817828375,-0.32201641292785493,4.3151574049005195,406.96666666666664,Gabriela Jaquez,26,UCLA,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4858656.png,36,962.0,2025,False,90
5105732,6.453078476022616,1.7217841032221144,2.5898367348066893,4.311620838028803,270.85,Raegan Beers,201,Oklahoma,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,C,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5105732.png,33,735.0,2025,False,91
5240289,6.5931224796398675,3.0958873368553017,1.1900032963422575,4.2858906331975595,267.1333333333333,Faith Walker,2184,Duquesne,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5240289.png,32,510.0,2025,False,92
4683009,5.995877047486951,1.6858535202494143,2.5983796595413002,4.284233179790714,278.48333333333335,Alyssa Durazo-Frescas,2253,Grand Canyon,https://a.espncdn.com/i/teamlogos/ncaa/500/2253.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4683009.png,28,938.0,2025,False,93
4433411,5.749022589917108,1.8138477508478352,2.463279052919625,4.277126803767461,301.81666666666666,Angela Dugalic,26,UCLA,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433411.png,35,761.0,2025,False,94
4898867,5.186341076835019,3.6475408159068614,0.6069684492454199,4.254509265152281,155.68333333333334,Skyler Gill,526,FGCU,https://a.espncdn.com/i/teamlogos/ncaa/500/526.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4898867.png,29,515.0,2025,True,95
5239485,7.454704602745579,1.0311816844798116,3.211160851149648,4.24234253562946,168.01666666666668,Jordan Thomas,277,West Virginia,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,F,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5239485.png,33,530.0,2025,True,96
5178473,5.8705183509794505,3.245612629473776,0.9873892774087656,4.233001906882542,243.76666666666668,Jalei Oglesby,198,Oral Roberts,https://a.espncdn.com/i/teamlogos/ncaa/500/198.png,G,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5178473.png,31,817.0,2025,False,97
